0.1804,0.0000,0.0000,6.1296,0.1019,3.2988,19.4857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5368,0.0000,0.0000,0.0000,0.0000,11.9971,0.0000,0.0000,57.5271,0.0441,0.6985,0.0000,0.0000,0.0000,0.0000,-16.5188,0.0000,0.0000,-14.0580,0.0000,-14.1809,0.1889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-48.2489,0.0000,0.0000,0.0000,0.0000,-50.1146,0.0000,0.0000,12.9624,32.4263,-15.1324,0.0000,0.0000,0.0000,0.0000,-4.1880,
166.6787,0.0000,0.0000,243.3397,0.0000,0.0000,-533.2206,0.0000,0.0000,40.4655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.6930,0.0000,0.0000,81.7044,1.5001,27.3967,0.2878,5.1117,1.0432,0.0000,6.2368,0.0000,0.0000,6.2369,0.0000,0.0000,-9.7638,0.0000,0.0000,3.3564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3299,0.0000,0.0000,12.5045,-80.1280,28.0114,0.0000,5.7887,380.6269,0.0000,0.0000,
3.9000,0.0000,0.0000,11.2698,0.0000,8.8040,57.3869,0.0000,0.0000,3.3045,0.0000,0.0000,0.0000,0.1283,2.0863,0.0000,0.0046,0.0007,0.0000,2.6474,0.0000,0.0000,6.9090,0.0080,0.0000,0.4896,0.0000,3.0608,0.0000,4.0538,0.0000,0.0000,4.0542,0.0000,5.2306,3.7967,0.0000,0.0000,-79.1406,0.0000,0.0000,0.0000,10.4443,5.8908,0.0000,52.1739,8142.8571,0.0000,3.9510,0.0000,0.0000,-2.9816,15.0000,0.0000,-76.8382,0.0000,-11.7061,0.0000,-22.8804,
66.5247,0.0000,0.0000,20.8928,0.0000,0.0000,-43.4735,0.0000,0.0000,3.7819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.5417,0.0000,0.0000,0.0000,0.0000,0.0000,0.5318,0.0000,0.0000,0.0000,9.2006,0.0000,0.0000,-1.7711,0.0000,0.0000,-1.7709,0.0000,0.0000,1.8510,0.0000,0.0000,4.0350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.3698,0.0000,0.0000,0.0000,0.0000,0.0000,-53.6480,0.0000,0.0000,0.0000,-10.6808,0.0000,0.0000,141.8838,
42.2778,0.0000,-12.0819,9.4849,0.0000,18.2635,9.8838,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1499,0.0000,0.1100,0.0000,0.0000,9.4684,0.0000,0.0000,22.2837,0.0556,0.0000,0.1043,0.0000,0.0000,0.0000,-22.3439,0.0000,-8.7759,63.0866,0.0000,-22.3440,104.5974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,890.6604,0.0000,0.0000,0.0000,0.0000,4.8667,0.0000,0.0000,-23.5491,521.4029,0.0000,-35.8581,0.0000,0.0000,0.0000,-8.8514,
8.4873,0.0000,0.0000,98.2626,0.0000,0.0000,-8.1386,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0229,1.0947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0709,0.0000,0.0000,0.0000,0.2003,0.0000,0.0000,-1.6542,0.0000,0.0000,-9.7993,0.0000,0.0000,-104.0928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,82.0961,-9.3724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.5853,0.0000,0.0000,0.0000,-24.4134,0.0000,0.0000,-50.2382,
0.0000,14.2708,0.0000,244.5859,0.0000,2.1480,-372.9104,0.0000,0.0000,0.0000,0.0000,0.0000,1.7543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1658,0.0000,0.0000,5.3775,203.0490,0.5591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,41.4432,27.3714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,361.6978,58.6244,25.7736,0.0000,-15.7658,
2.0885,0.0000,-0.6347,44.2409,0.0000,0.8006,5.4210,0.0000,0.0000,4.7032,0.0000,0.0000,0.0000,0.0834,0.2196,0.4549,0.0000,0.4140,0.2811,9.2597,0.0000,0.0000,28.8268,0.0000,0.0000,3.7710,0.0000,0.0700,0.0000,-11.6974,0.0000,11.6906,-10.8196,0.0000,-81.8636,111.4278,0.0000,0.0000,-4.7648,0.0000,0.0000,0.0000,44.3645,0.0000,-9.2548,0.0000,-17.1498,64.7812,-26.8140,0.0000,0.0000,5.3353,0.0000,0.0000,3.1053,0.0000,-39.8571,0.0000,-2.6791,
9.8903,0.0000,0.0000,22.4385,0.0000,0.0000,-2.4530,0.0000,0.0000,0.5364,0.0000,0.0000,0.0000,0.0663,0.0241,0.0000,0.0000,0.0000,0.0000,17.1076,0.0000,0.0000,52.0793,0.0000,0.0000,0.0271,0.2833,0.0000,0.0000,-1.3528,0.0000,0.0000,-12.1367,0.0000,0.0000,-387.9046,0.0000,0.0000,-88.3669,0.0000,0.0000,0.0000,-1.3575,-13.6929,0.0000,0.0000,0.0000,0.0000,-4.7406,0.0000,0.0000,26.1605,0.0000,0.0000,-23.2472,15.4253,0.0000,0.0000,-68.3398,
0.0709,0.0000,0.0000,77.8070,0.0000,0.0000,6.6455,0.0000,0.0000,15.2840,0.0000,0.0000,0.0000,0.0000,0.0580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.9760,0.0000,0.0000,-12.0508,0.0000,0.0000,-7.0168,0.0000,0.0000,-21.2353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,111.4413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.1112,
1.2093,0.0000,0.0000,0.0000,0.1311,50.4976,20.8730,0.0000,0.0000,0.0000,0.0000,0.0000,0.3740,1.6746,0.0000,0.0000,0.0000,0.0000,0.0000,12.9139,0.0000,0.0000,4.7816,0.8981,2.2199,0.2100,4.2170,0.0000,0.0000,-0.0744,0.0000,0.0000,0.0000,-2.8223,17.1796,-27.5830,0.0000,0.0000,0.0000,0.0000,0.0000,38.8503,0.3822,0.0000,0.0000,0.0000,0.0000,0.0000,0.8975,0.0000,0.0000,9.5282,-3.8526,-58.8180,8.2857,-54.8660,0.0000,0.0000,0.8458,
2.3231,0.0000,0.0000,14.6535,0.0000,63.6209,12.0886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1071,0.5283,0.0000,0.0000,0.0232,0.0000,0.0000,0.0000,0.0000,4.5837,0.2758,0.9362,0.0598,0.7408,0.0589,0.0000,-11.1747,0.0000,0.0000,-4.5757,0.0000,0.8994,-8.5312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8674,-22.3737,0.0000,0.0000,-76.2931,0.0000,0.0000,0.0000,0.0000,43.5587,-39.2313,-52.8733,-50.5017,20.0729,19.1851,0.0000,-34.2732,
4.9756,0.0000,0.0000,52.1661,0.0036,17.9976,1.2097,0.0000,0.0000,11.5221,0.0000,0.0000,0.0000,0.0000,0.0001,0.0743,0.0000,0.1773,0.0000,8.8243,0.0000,0.0000,2.6077,0.0000,0.0000,0.0000,0.1509,0.2909,0.0000,53.7744,0.0000,0.0000,38.1558,488.8889,-9.2729,-1742.8123,0.0000,0.0000,68.1265,0.0000,0.0000,0.0000,0.0000,0.0000,8.8829,0.0000,26.1703,0.0000,-99.8572,0.0000,0.0000,41.9565,0.0000,0.0000,0.0000,-14.3804,-3.2657,0.0000,56.3174,
0.7382,0.0000,-0.0918,37.1979,0.0000,0.0000,27.2852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4694,0.2274,3.1742,0.0000,0.0000,3.9902,0.0000,0.0000,24.0291,0.0000,0.2235,1.7567,0.0000,0.0000,0.0000,-16.2964,0.0000,-148.2571,-15.6783,0.0000,0.0000,-11.5081,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3976,81.3984,-59.4386,0.0000,0.0000,35.5120,0.0000,0.0000,41.9579,0.0000,21.0291,-41.2535,0.0000,0.0000,0.0000,-40.3917,
1.1763,0.0000,-0.0674,32.5230,0.0000,2.7515,27.7546,0.0000,0.0000,10.9318,0.0000,0.0000,0.0000,0.0000,0.2655,0.0193,0.6576,0.0000,0.0000,12.9239,0.0000,0.0000,2.6538,0.0000,0.8543,0.1844,7.3713,0.0000,0.0000,-12.4118,0.0000,-5.4896,-12.4094,0.0000,-12.4078,-21.6270,0.0000,0.0000,110.7860,0.0000,0.0000,0.0000,0.0000,275.8192,0.0000,-23.2208,0.0000,0.0000,29.6141,0.0000,0.0000,-50.5049,0.0000,-14.9479,9.1106,-61.2891,0.0000,0.0000,-43.9059,
